home_team,away_team,home_team_goal_count,away_team_goal_count,xg_home,xg_away,home_win,xg_diff,factor_casa,roi_home
Celta,Betis,1,1,0.0,0.0,0,0.0,1.0,0.0
Elche,Levante,2,0,0.0,0.0,1,0.0,1.0,0.0
Valencia,Getafe,3,0,0.0,0.0,1,0.0,1.0,0.0
Alaves,Ath Madrid,1,1,0.0,0.0,0,0.0,1.0,0.0
Oviedo,Sociedad,1,0,0.0,0.0,1,0.0,1.0,0.0
Girona,Sevilla,0,2,0.0,0.0,0,0.0,1.0,0.0
Real Madrid,Mallorca,2,1,0.0,0.0,1,0.0,1.0,0.0
Celta,Villarreal,1,1,0.0,0.0,0,0.0,1.0,0.0
Betis,Ath Bilbao,1,2,0.0,0.0,0,0.0,1.0,0.0
Espanol,Osasuna,1,0,0.0,0.0,1,0.0,1.0,0.0
Vallecano,Barcelona,1,1,0.0,0.0,0,0.0,1.0,0.0
Sevilla,Elche,2,2,0.0,0.0,0,0.0,1.0,0.0
Getafe,Oviedo,2,0,0.0,0.0,1,0.0,1.0,0.0
Sociedad,Real Madrid,1,2,0.0,0.0,0,0.0,1.0,0.0
Ath Bilbao,Alaves,0,1,0.0,0.0,0,0.0,1.0,0.0
Ath Madrid,Villarreal,2,0,0.0,0.0,1,0.0,1.0,0.0
Celta,Girona,1,1,0.0,0.0,0,0.0,1.0,0.0
Levante,Betis,2,2,0.0,0.0,0,0.0,1.0,0.0
Osasuna,Vallecano,2,0,0.0,0.0,1,0.0,1.0,0.0
Barcelona,Valencia,6,0,0.0,0.0,1,0.0,1.0,0.0
Espanol,Mallorca,3,2,0.0,0.0,1,0.0,1.0,0.0
Betis,Sociedad,3,1,0.0,0.0,1,0.0,1.0,0.0
Girona,Levante,0,4,0.0,0.0,0,0.0,1.0,0.0
Real Madrid,Espanol,2,0,0.0,0.0,1,0.0,1.0,0.0
Alaves,Sevilla,1,2,0.0,0.0,0,0.0,1.0,0.0
Villarreal,Osasuna,2,1,0.0,0.0,1,0.0,1.0,0.0
Valencia,Ath Bilbao,2,0,0.0,0.0,1,0.0,1.0,0.0
Vallecano,Celta,1,1,0.0,0.0,0,0.0,1.0,0.0
Mallorca,Ath Madrid,1,1,0.0,0.0,0,0.0,1.0,0.0
Elche,Oviedo,1,0,0.0,0.0,1,0.0,1.0,0.0
Barcelona,Getafe,3,0,0.0,0.0,1,0.0,1.0,0.0
Ath Bilbao,Girona,1,1,0.0,0.0,0,0.0,1.0,0.0
Espanol,Valencia,2,2,0.0,0.0,0,0.0,1.0,0.0
Levante,Real Madrid,1,4,0.0,0.0,0,0.0,1.0,0.0
Sevilla,Villarreal,1,2,0.0,0.0,0,0.0,1.0,0.0
Getafe,Alaves,1,1,0.0,0.0,0,0.0,1.0,0.0
Ath Madrid,Vallecano,3,2,0.0,0.0,1,0.0,1.0,0.0
Sociedad,Mallorca,1,0,0.0,0.0,1,0.0,1.0,0.0
Osasuna,Elche,1,1,0.0,0.0,0,0.0,1.0,0.0
Oviedo,Barcelona,1,3,0.0,0.0,0,0.0,1.0,0.0
Girona,Espanol,0,0,0.0,0.0,0,0.0,1.0,0.0
Getafe,Levante,1,1,0.0,0.0,0,0.0,1.0,0.0
Ath Madrid,Real Madrid,5,2,0.0,0.0,1,0.0,1.0,0.0
Mallorca,Alaves,1,0,0.0,0.0,1,0.0,1.0,0.0
Villarreal,Ath Bilbao,1,0,0.0,0.0,1,0.0,1.0,0.0
Vallecano,Sevilla,0,1,0.0,0.0,0,0.0,1.0,0.0
Elche,Celta,2,1,0.0,0.0,1,0.0,1.0,0.0
Barcelona,Sociedad,2,1,0.0,0.0,1,0.0,1.0,0.0
Betis,Osasuna,2,0,0.0,0.0,1,0.0,1.0,0.0
Valencia,Oviedo,1,2,0.0,0.0,0,0.0,1.0,0.0
Osasuna,Getafe,2,1,0.0,0.0,1,0.0,1.0,0.0
Oviedo,Levante,0,2,0.0,0.0,0,0.0,1.0,0.0
Girona,Valencia,2,1,0.0,0.0,1,0.0,1.0,0.0
Ath Bilbao,Mallorca,2,1,0.0,0.0,1,0.0,1.0,0.0
Real Madrid,Villarreal,3,1,0.0,0.0,1,0.0,1.0,0.0
Alaves,Elche,3,1,0.0,0.0,1,0.0,1.0,0.0
Sevilla,Barcelona,4,1,0.0,0.0,1,0.0,1.0,0.0
Espanol,Betis,1,2,0.0,0.0,0,0.0,1.0,0.0
Sociedad,Vallecano,0,1,0.0,0.0,0,0.0,1.0,0.0
Celta,Ath Madrid,1,1,0.0,0.0,0,0.0,1.0,0.0
Oviedo,Espanol,0,2,0.0,0.0,0,0.0,1.0,0.0
Sevilla,Mallorca,1,3,0.0,0.0,0,0.0,1.0,0.0
Barcelona,Girona,2,1,0.0,0.0,1,0.0,1.0,0.0
Villarreal,Betis,2,2,0.0,0.0,0,0.0,1.0,0.0
Ath Madrid,Osasuna,1,0,0.0,0.0,1,0.0,1.0,0.0
Elche,Ath Bilbao,0,0,0.0,0.0,0,0.0,1.0,0.0
Celta,Sociedad,1,1,0.0,0.0,0,0.0,1.0,0.0
Levante,Vallecano,0,3,0.0,0.0,0,0.0,1.0,0.0
Getafe,Real Madrid,0,1,0.0,0.0,0,0.0,1.0,0.0
Alaves,Valencia,0,0,0.0,0.0,0,0.0,1.0,0.0
Sociedad,Sevilla,2,1,0.0,0.0,1,0.0,1.0,0.0
Girona,Oviedo,3,3,0.0,0.0,0,0.0,1.0,0.0
Espanol,Elche,1,0,0.0,0.0,1,0.0,1.0,0.0
Ath Bilbao,Getafe,0,1,0.0,0.0,0,0.0,1.0,0.0
Valencia,Villarreal,0,2,0.0,0.0,0,0.0,1.0,0.0
Mallorca,Levante,1,1,0.0,0.0,0,0.0,1.0,0.0
Real Madrid,Barcelona,2,1,0.0,0.0,1,0.0,1.0,0.0
Osasuna,Celta,2,3,0.0,0.0,0,0.0,1.0,0.0
Vallecano,Alaves,1,0,0.0,0.0,1,0.0,1.0,0.0
Betis,Ath Madrid,0,2,0.0,0.0,0,0.0,1.0,0.0
Getafe,Girona,2,1,0.0,0.0,1,0.0,1.0,0.0
Villarreal,Vallecano,4,0,0.0,0.0,1,0.0,1.0,0.0
Ath Madrid,Sevilla,3,0,0.0,0.0,1,0.0,1.0,0.0
Sociedad,Ath Bilbao,3,2,0.0,0.0,1,0.0,1.0,0.0
Real Madrid,Valencia,4,0,0.0,0.0,1,0.0,1.0,0.0
Levante,Celta,1,2,0.0,0.0,0,0.0,1.0,0.0
Alaves,Espanol,2,1,0.0,0.0,1,0.0,1.0,0.0
Barcelona,Elche,3,1,0.0,0.0,1,0.0,1.0,0.0
Betis,Mallorca,3,0,0.0,0.0,1,0.0,1.0,0.0
Oviedo,Osasuna,0,0,0.0,0.0,0,0.0,1.0,0.0
Elche,Sociedad,1,1,0.0,0.0,0,0.0,1.0,0.0
Girona,Alaves,1,0,0.0,0.0,1,0.0,1.0,0.0
Sevilla,Osasuna,1,0,0.0,0.0,1,0.0,1.0,0.0
Ath Madrid,Levante,3,1,0.0,0.0,1,0.0,1.0,0.0
Espanol,Villarreal,0,2,0.0,0.0,0,0.0,1.0,0.0
Ath Bilbao,Oviedo,1,0,0.0,0.0,1,0.0,1.0,0.0
Vallecano,Real Madrid,0,0,0.0,0.0,0,0.0,1.0,0.0
Mallorca,Getafe,1,0,0.0,0.0,1,0.0,1.0,0.0
Valencia,Betis,1,1,0.0,0.0,0,0.0,1.0,0.0
Celta,Barcelona,2,4,0.0,0.0,0,0.0,1.0,0.0
Valencia,Levante,1,0,0.0,0.0,1,0.0,1.0,0.0
Alaves,Celta,0,1,0.0,0.0,0,0.0,1.0,0.0
Barcelona,Ath Bilbao,4,0,0.0,0.0,1,0.0,1.0,0.0
Osasuna,Sociedad,1,3,0.0,0.0,0,0.0,1.0,0.0
Villarreal,Mallorca,2,1,0.0,0.0,1,0.0,1.0,0.0
Oviedo,Vallecano,0,0,0.0,0.0,0,0.0,1.0,0.0
Betis,Girona,1,1,0.0,0.0,0,0.0,1.0,0.0
Getafe,Ath Madrid,0,1,0.0,0.0,0,0.0,1.0,0.0
Elche,Real Madrid,2,2,0.0,0.0,0,0.0,1.0,0.0
Espanol,Sevilla,2,1,0.0,0.0,1,0.0,1.0,0.0
Getafe,Elche,1,0,0.0,0.0,1,0.0,1.0,0.0
Mallorca,Osasuna,2,2,0.0,0.0,0,0.0,1.0,0.0
Barcelona,Alaves,3,1,0.0,0.0,1,0.0,1.0,0.0
Levante,Ath Bilbao,0,2,0.0,0.0,0,0.0,1.0,0.0
Ath Madrid,Oviedo,2,0,0.0,0.0,1,0.0,1.0,0.0
Sociedad,Villarreal,2,3,0.0,0.0,0,0.0,1.0,0.0
Sevilla,Betis,0,2,0.0,0.0,0,0.0,1.0,0.0
Celta,Espanol,0,1,0.0,0.0,0,0.0,1.0,0.0
Girona,Real Madrid,1,1,0.0,0.0,0,0.0,1.0,0.0
Vallecano,Valencia,1,1,0.0,0.0,0,0.0,1.0,0.0
Barcelona,Ath Madrid,3,1,0.0,0.0,1,0.0,1.0,0.0
Ath Bilbao,Real Madrid,0,3,0.0,0.0,0,0.0,1.0,0.0
Oviedo,Mallorca,0,0,0.0,0.0,0,0.0,1.0,0.0
Villarreal,Getafe,2,0,0.0,0.0,1,0.0,1.0,0.0
Alaves,Sociedad,1,0,0.0,0.0,1,0.0,1.0,0.0
Betis,Barcelona,3,5,0.0,0.0,0,0.0,1.0,0.0
Ath Bilbao,Ath Madrid,1,0,0.0,0.0,1,0.0,1.0,0.0
Elche,Girona,3,0,0.0,0.0,1,0.0,1.0,0.0
Valencia,Sevilla,1,1,0.0,0.0,0,0.0,1.0,0.0
Espanol,Vallecano,1,0,0.0,0.0,1,0.0,1.0,0.0
Real Madrid,Celta,0,2,0.0,0.0,0,0.0,1.0,0.0
Osasuna,Levante,2,0,0.0,0.0,1,0.0,1.0,0.0
Sociedad,Girona,1,2,0.0,0.0,0,0.0,1.0,0.0
Ath Madrid,Valencia,2,1,0.0,0.0,1,0.0,1.0,0.0
Mallorca,Elche,3,1,0.0,0.0,1,0.0,1.0,0.0
Barcelona,Osasuna,2,0,0.0,0.0,1,0.0,1.0,0.0
Getafe,Espanol,0,1,0.0,0.0,0,0.0,1.0,0.0
Sevilla,Oviedo,4,0,0.0,0.0,1,0.0,1.0,0.0
Celta,Ath Bilbao,2,0,0.0,0.0,1,0.0,1.0,0.0
Alaves,Real Madrid,1,2,0.0,0.0,0,0.0,1.0,0.0
Vallecano,Betis,0,0,0.0,0.0,0,0.0,1.0,0.0
Valencia,Mallorca,1,1,0.0,0.0,0,0.0,1.0,0.0
Oviedo,Celta,0,0,0.0,0.0,0,0.0,1.0,0.0
Levante,Sociedad,1,1,0.0,0.0,0,0.0,1.0,0.0
Osasuna,Alaves,3,0,0.0,0.0,1,0.0,1.0,0.0
Real Madrid,Sevilla,2,0,0.0,0.0,1,0.0,1.0,0.0
Girona,Ath Madrid,0,3,0.0,0.0,0,0.0,1.0,0.0
Villarreal,Barcelona,0,2,0.0,0.0,0,0.0,1.0,0.0
Elche,Vallecano,4,0,0.0,0.0,1,0.0,1.0,0.0
Betis,Getafe,4,0,0.0,0.0,1,0.0,1.0,0.0
Ath Bilbao,Espanol,1,2,0.0,0.0,0,0.0,1.0,0.0
Vallecano,Getafe,1,1,0.0,0.0,0,0.0,1.0,0.0
Celta,Valencia,4,1,0.0,0.0,1,0.0,1.0,0.0
Osasuna,Ath Bilbao,1,1,0.0,0.0,0,0.0,1.0,0.0
Elche,Villarreal,1,3,0.0,0.0,0,0.0,1.0,0.0
Espanol,Barcelona,0,2,0.0,0.0,0,0.0,1.0,0.0
Sevilla,Levante,0,3,0.0,0.0,0,0.0,1.0,0.0
Real Madrid,Betis,5,1,0.0,0.0,1,0.0,1.0,0.0
Alaves,Oviedo,1,1,0.0,0.0,0,0.0,1.0,0.0
Mallorca,Girona,1,2,0.0,0.0,0,0.0,1.0,0.0
Sociedad,Ath Madrid,1,1,0.0,0.0,0,0.0,1.0,0.0
Getafe,Sociedad,1,2,0.0,0.0,0,0.0,1.0,0.0
Oviedo,Betis,1,1,0.0,0.0,0,0.0,1.0,0.0
Villarreal,Alaves,3,1,0.0,0.0,1,0.0,1.0,0.0
Girona,Osasuna,1,0,0.0,0.0,1,0.0,1.0,0.0
Valencia,Elche,1,1,0.0,0.0,0,0.0,1.0,0.0
Vallecano,Mallorca,2,1,0.0,0.0,1,0.0,1.0,0.0
Levante,Espanol,1,1,0.0,0.0,0,0.0,1.0,0.0
Sevilla,Celta,0,1,0.0,0.0,0,0.0,1.0,0.0
Espanol,Girona,0,2,0.0,0.0,0,0.0,1.0,0.0
Real Madrid,Levante,2,0,0.0,0.0,1,0.0,1.0,0.0
Mallorca,Ath Bilbao,3,2,0.0,0.0,1,0.0,1.0,0.0
Osasuna,Oviedo,3,2,0.0,0.0,1,0.0,1.0,0.0
Betis,Villarreal,2,0,0.0,0.0,1,0.0,1.0,0.0
Getafe,Valencia,0,1,0.0,0.0,0,0.0,1.0,0.0
Ath Madrid,Alaves,1,0,0.0,0.0,1,0.0,1.0,0.0
Celta,Vallecano,3,0,0.0,0.0,1,0.0,1.0,0.0
Sociedad,Barcelona,2,1,0.0,0.0,1,0.0,1.0,0.0
Elche,Sevilla,2,2,0.0,0.0,0,0.0,1.0,0.0
Levante,Elche,3,2,0.0,0.0,1,0.0,1.0,0.0
Vallecano,Osasuna,1,3,0.0,0.0,0,0.0,1.0,0.0
Valencia,Espanol,3,2,0.0,0.0,1,0.0,1.0,0.0
Sevilla,Ath Bilbao,2,1,0.0,0.0,1,0.0,1.0,0.0
Villarreal,Real Madrid,0,2,0.0,0.0,0,0.0,1.0,0.0
Ath Madrid,Mallorca,3,0,0.0,0.0,1,0.0,1.0,0.0
Barcelona,Oviedo,3,0,0.0,0.0,1,0.0,1.0,0.0
Sociedad,Celta,3,1,0.0,0.0,1,0.0,1.0,0.0
Alaves,Betis,2,1,0.0,0.0,1,0.0,1.0,0.0
Girona,Getafe,1,1,0.0,0.0,0,0.0,1.0,0.0
Espanol,Alaves,1,2,0.0,0.0,0,0.0,1.0,0.0
Oviedo,Girona,1,0,0.0,0.0,1,0.0,1.0,0.0
Osasuna,Villarreal,2,2,0.0,0.0,0,0.0,1.0,0.0
Levante,Ath Madrid,0,0,0.0,0.0,0,0.0,1.0,0.0
Elche,Barcelona,1,3,0.0,0.0,0,0.0,1.0,0.0
Real Madrid,Vallecano,2,1,0.0,0.0,1,0.0,1.0,0.0
Betis,Valencia,2,1,0.0,0.0,1,0.0,1.0,0.0
Getafe,Celta,0,0,0.0,0.0,0,0.0,1.0,0.0
Ath Bilbao,Sociedad,1,1,0.0,0.0,0,0.0,1.0,0.0
Mallorca,Sevilla,4,1,0.0,0.0,1,0.0,1.0,0.0
Celta,Osasuna,1,2,0.0,0.0,0,0.0,1.0,0.0
Barcelona,Mallorca,3,0,0.0,0.0,1,0.0,1.0,0.0
Sociedad,Elche,3,1,0.0,0.0,1,0.0,1.0,0.0
Alaves,Getafe,0,2,0.0,0.0,0,0.0,1.0,0.0
Ath Bilbao,Levante,4,2,0.0,0.0,1,0.0,1.0,0.0
Sevilla,Girona,1,1,0.0,0.0,0,0.0,1.0,0.0
Ath Madrid,Betis,0,1,0.0,0.0,0,0.0,1.0,0.0
Valencia,Real Madrid,0,2,0.0,0.0,0,0.0,1.0,0.0
Villarreal,Espanol,4,1,0.0,0.0,1,0.0,1.0,0.0
Elche,Osasuna,0,0,0.0,0.0,0,0.0,1.0,0.0
Espanol,Celta,2,2,0.0,0.0,0,0.0,1.0,0.0
Getafe,Villarreal,2,1,0.0,0.0,1,0.0,1.0,0.0
Sevilla,Alaves,1,1,0.0,0.0,0,0.0,1.0,0.0
Real Madrid,Sociedad,4,1,0.0,0.0,1,0.0,1.0,0.0
Oviedo,Ath Bilbao,1,2,0.0,0.0,0,0.0,1.0,0.0
Vallecano,Ath Madrid,3,0,0.0,0.0,1,0.0,1.0,0.0
Levante,Valencia,0,2,0.0,0.0,0,0.0,1.0,0.0
Mallorca,Betis,1,2,0.0,0.0,0,0.0,1.0,0.0
Girona,Barcelona,2,1,0.0,0.0,1,0.0,1.0,0.0
Levante,Villarreal,0,1,0.0,0.0,0,0.0,1.0,0.0
Ath Bilbao,Elche,2,1,0.0,0.0,1,0.0,1.0,0.0
Sociedad,Oviedo,3,3,0.0,0.0,0,0.0,1.0,0.0
Betis,Vallecano,1,1,0.0,0.0,0,0.0,1.0,0.0
Osasuna,Real Madrid,2,1,0.0,0.0,1,0.0,1.0,0.0
Ath Madrid,Espanol,4,2,0.0,0.0,1,0.0,1.0,0.0
Getafe,Sevilla,0,1,0.0,0.0,0,0.0,1.0,0.0
Barcelona,Levante,3,0,0.0,0.0,1,0.0,1.0,0.0
Celta,Mallorca,2,0,0.0,0.0,1,0.0,1.0,0.0
Villarreal,Valencia,2,1,0.0,0.0,1,0.0,1.0,0.0
Alaves,Girona,2,2,0.0,0.0,0,0.0,1.0,0.0
Levante,Alaves,2,0,0.0,0.0,1,0.0,1.0,0.0
Vallecano,Ath Bilbao,1,1,0.0,0.0,0,0.0,1.0,0.0
Barcelona,Villarreal,4,1,0.0,0.0,1,0.0,1.0,0.0
Mallorca,Sociedad,0,1,0.0,0.0,0,0.0,1.0,0.0
Oviedo,Ath Madrid,0,1,0.0,0.0,0,0.0,1.0,0.0
Elche,Espanol,2,2,0.0,0.0,0,0.0,1.0,0.0
Valencia,Osasuna,1,0,0.0,0.0,1,0.0,1.0,0.0
Betis,Sevilla,2,2,0.0,0.0,0,0.0,1.0,0.0
Girona,Celta,1,2,0.0,0.0,0,0.0,1.0,0.0
Real Madrid,Getafe,0,1,0.0,0.0,0,0.0,1.0,0.0
Vallecano,Oviedo,3,0,0.0,0.0,1,0.0,1.0,0.0
Celta,Real Madrid,1,2,0.0,0.0,0,0.0,1.0,0.0
Osasuna,Mallorca,2,2,0.0,0.0,0,0.0,1.0,0.0
Levante,Girona,1,1,0.0,0.0,0,0.0,1.0,0.0
Ath Madrid,Sociedad,3,2,0.0,0.0,1,0.0,1.0,0.0
Ath Bilbao,Barcelona,0,1,0.0,0.0,0,0.0,1.0,0.0
Villarreal,Elche,2,1,0.0,0.0,1,0.0,1.0,0.0
Getafe,Betis,2,0,0.0,0.0,1,0.0,1.0,0.0
Sevilla,Vallecano,1,1,0.0,0.0,0,0.0,1.0,0.0
Valencia,Alaves,3,2,0.0,0.0,1,0.0,1.0,0.0
Espanol,Oviedo,1,1,0.0,0.0,0,0.0,1.0,0.0
Alaves,Villarreal,1,1,0.0,0.0,0,0.0,1.0,0.0
Girona,Ath Bilbao,3,0,0.0,0.0,1,0.0,1.0,0.0
Ath Madrid,Getafe,1,0,0.0,0.0,1,0.0,1.0,0.0
Oviedo,Valencia,1,0,0.0,0.0,1,0.0,1.0,0.0
Real Madrid,Elche,4,1,0.0,0.0,1,0.0,1.0,0.0
Mallorca,Espanol,2,1,0.0,0.0,1,0.0,1.0,0.0
Barcelona,Sevilla,5,2,0.0,0.0,1,0.0,1.0,0.0
Betis,Celta,1,1,0.0,0.0,0,0.0,1.0,0.0
Sociedad,Osasuna,3,1,0.0,0.0,1,0.0,1.0,0.0
Vallecano,Levante,1,1,0.0,0.0,0,0.0,1.0,0.0
Villarreal,Sociedad,3,1,0.0,0.0,1,0.0,1.0,0.0
Elche,Mallorca,2,1,0.0,0.0,1,0.0,1.0,0.0
Espanol,Getafe,1,2,0.0,0.0,0,0.0,1.0,0.0
Levante,Oviedo,4,2,0.0,0.0,1,0.0,1.0,0.0
Osasuna,Girona,1,0,0.0,0.0,1,0.0,1.0,0.0
Sevilla,Valencia,0,2,0.0,0.0,0,0.0,1.0,0.0
Barcelona,Vallecano,1,0,0.0,0.0,1,0.0,1.0,0.0
Celta,Alaves,3,4,0.0,0.0,0,0.0,1.0,0.0
Ath Bilbao,Betis,2,1,0.0,0.0,1,0.0,1.0,0.0
Real Madrid,Ath Madrid,3,2,0.0,0.0,1,0.0,1.0,0.0
Bayern Munich,RB Leipzig,6,0,0.0,0.0,1,0.0,1.0,0.0
Ein Frankfurt,Werder Bremen,4,1,0.0,0.0,1,0.0,1.0,0.0
Freiburg,Augsburg,1,3,0.0,0.0,0,0.0,1.0,0.0
Heidenheim,Wolfsburg,1,3,0.0,0.0,0,0.0,1.0,0.0
Leverkusen,Hoffenheim,1,2,0.0,0.0,0,0.0,1.0,0.0
Union Berlin,Stuttgart,2,1,0.0,0.0,1,0.0,1.0,0.0
St Pauli,Dortmund,3,3,0.0,0.0,0,0.0,1.0,0.0
Mainz,FC Koln,0,1,0.0,0.0,0,0.0,1.0,0.0
M'gladbach,Hamburg,0,0,0.0,0.0,0,0.0,1.0,0.0
Hamburg,St Pauli,0,2,0.0,0.0,0,0.0,1.0,0.0
Hoffenheim,Ein Frankfurt,1,3,0.0,0.0,0,0.0,1.0,0.0
RB Leipzig,Heidenheim,2,0,0.0,0.0,1,0.0,1.0,0.0
Stuttgart,M'gladbach,1,0,0.0,0.0,1,0.0,1.0,0.0
Werder Bremen,Leverkusen,3,3,0.0,0.0,0,0.0,1.0,0.0
Augsburg,Bayern Munich,2,3,0.0,0.0,0,0.0,1.0,0.0
Wolfsburg,Mainz,1,1,0.0,0.0,0,0.0,1.0,0.0
Dortmund,Union Berlin,3,0,0.0,0.0,1,0.0,1.0,0.0
FC Koln,Freiburg,4,1,0.0,0.0,1,0.0,1.0,0.0
Leverkusen,Ein Frankfurt,3,1,0.0,0.0,1,0.0,1.0,0.0
Freiburg,Stuttgart,3,1,0.0,0.0,1,0.0,1.0,0.0
Heidenheim,Dortmund,0,2,0.0,0.0,0,0.0,1.0,0.0
Mainz,RB Leipzig,0,1,0.0,0.0,0,0.0,1.0,0.0
Union Berlin,Hoffenheim,2,4,0.0,0.0,0,0.0,1.0,0.0
Wolfsburg,FC Koln,3,3,0.0,0.0,0,0.0,1.0,0.0
Bayern Munich,Hamburg,5,0,0.0,0.0,1,0.0,1.0,0.0
St Pauli,Augsburg,2,1,0.0,0.0,1,0.0,1.0,0.0
M'gladbach,Werder Bremen,0,4,0.0,0.0,0,0.0,1.0,0.0
Stuttgart,St Pauli,2,0,0.0,0.0,1,0.0,1.0,0.0
Augsburg,Mainz,1,4,0.0,0.0,0,0.0,1.0,0.0
Hamburg,Heidenheim,2,1,0.0,0.0,1,0.0,1.0,0.0
Hoffenheim,Bayern Munich,1,4,0.0,0.0,0,0.0,1.0,0.0
Werder Bremen,Freiburg,0,3,0.0,0.0,0,0.0,1.0,0.0
RB Leipzig,FC Koln,3,1,0.0,0.0,1,0.0,1.0,0.0
Ein Frankfurt,Union Berlin,3,4,0.0,0.0,0,0.0,1.0,0.0
Leverkusen,M'gladbach,1,1,0.0,0.0,0,0.0,1.0,0.0
Dortmund,Wolfsburg,1,0,0.0,0.0,1,0.0,1.0,0.0
Bayern Munich,Werder Bremen,4,0,0.0,0.0,1,0.0,1.0,0.0
Heidenheim,Augsburg,2,1,0.0,0.0,1,0.0,1.0,0.0
Mainz,Dortmund,0,2,0.0,0.0,0,0.0,1.0,0.0
St Pauli,Leverkusen,1,2,0.0,0.0,0,0.0,1.0,0.0
Wolfsburg,RB Leipzig,0,1,0.0,0.0,0,0.0,1.0,0.0
M'gladbach,Ein Frankfurt,4,6,0.0,0.0,0,0.0,1.0,0.0
Freiburg,Hoffenheim,1,1,0.0,0.0,0,0.0,1.0,0.0
FC Koln,Stuttgart,1,2,0.0,0.0,0,0.0,1.0,0.0
Union Berlin,Hamburg,0,0,0.0,0.0,0,0.0,1.0,0.0
Hoffenheim,FC Koln,0,1,0.0,0.0,0,0.0,1.0,0.0
Augsburg,Wolfsburg,3,1,0.0,0.0,1,0.0,1.0,0.0
Dortmund,RB Leipzig,1,1,0.0,0.0,0,0.0,1.0,0.0
Leverkusen,Union Berlin,2,0,0.0,0.0,1,0.0,1.0,0.0
Werder Bremen,St Pauli,1,0,0.0,0.0,1,0.0,1.0,0.0
Ein Frankfurt,Bayern Munich,0,3,0.0,0.0,0,0.0,1.0,0.0
Stuttgart,Heidenheim,1,0,0.0,0.0,1,0.0,1.0,0.0
Hamburg,Mainz,4,0,0.0,0.0,1,0.0,1.0,0.0
M'gladbach,Freiburg,0,0,0.0,0.0,0,0.0,1.0,0.0
Union Berlin,M'gladbach,3,1,0.0,0.0,1,0.0,1.0,0.0
FC Koln,Augsburg,1,1,0.0,0.0,0,0.0,1.0,0.0
Heidenheim,Werder Bremen,2,2,0.0,0.0,0,0.0,1.0,0.0
Mainz,Leverkusen,3,4,0.0,0.0,0,0.0,1.0,0.0
RB Leipzig,Hamburg,2,1,0.0,0.0,1,0.0,1.0,0.0
Wolfsburg,Stuttgart,0,3,0.0,0.0,0,0.0,1.0,0.0
Bayern Munich,Dortmund,2,1,0.0,0.0,1,0.0,1.0,0.0
Freiburg,Ein Frankfurt,2,2,0.0,0.0,0,0.0,1.0,0.0
St Pauli,Hoffenheim,0,3,0.0,0.0,0,0.0,1.0,0.0
Werder Bremen,Union Berlin,1,0,0.0,0.0,1,0.0,1.0,0.0
Augsburg,RB Leipzig,0,6,0.0,0.0,0,0.0,1.0,0.0
Ein Frankfurt,St Pauli,2,0,0.0,0.0,1,0.0,1.0,0.0
Hamburg,Wolfsburg,0,1,0.0,0.0,0,0.0,1.0,0.0
Hoffenheim,Heidenheim,3,1,0.0,0.0,1,0.0,1.0,0.0
M'gladbach,Bayern Munich,0,3,0.0,0.0,0,0.0,1.0,0.0
Dortmund,FC Koln,1,0,0.0,0.0,1,0.0,1.0,0.0
Leverkusen,Freiburg,2,0,0.0,0.0,1,0.0,1.0,0.0
Stuttgart,Mainz,2,1,0.0,0.0,1,0.0,1.0,0.0
